"trail","efk","vark","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","y.true"
1,0.159048982154144,0.030224322327399,"B","A","A","A","B","0.375835098947003","0.453781448648546","0.420409966219752","0.0681726838055478","0.162211301440962",0.3
2,0.194174446718584,0.0319337694688308,"B","C","C","C","A","0.539143750632218","0.341274995647039","0.211405487710366","0.740960827827457","0.592333398514348",0
3,0.304020622994914,0.0227521106305334,"C","B","B","C","C","0.442238668017032","0.20298189910975","0.95577371044503","0.69080937988603","0.593003109633728",0.3
4,0.433596053258789,0.0167425001199543,"A","C","B","A","B","0.162469181435836","0.415087637002558","0.0826784778158444","0.175313330989966","0.230377935903608",0
5,0.200915450778127,0.0192838200996674,"A","A","A","A","B","0.810298209522004","0.106439205967384","0.329800410993899","0.439573767547","0.870271747742885",0
6,0.193652255570249,0.0184309299796682,"C","C","C","C","C","0.855285259972427","0.772445194823317","0.944166593233047","0.993756102424963","0.874979744229946",0.3
7,0.0267939620838301,0.0282815471235525,"A","A","C","C","C","0.712537969595701","0.829922214711941","0.896307587484438","0.960733616799594","0.757305199361198",0
8,0.315014004397489,0.0170746036011433,"C","C","C","C","C","0.944303236194035","0.613567858570996","0.767804692932869","0.795909188362924","0.984004113926375",0.3
9,0.171042026652731,0.0156157635460505,"C","C","C","C","C","0.903777441497953","0.997914399399603","0.902180292423552","0.967501682707021","0.881423731069497",0.3
10,-0.0586194577461525,0.0324649792477332,"A","A","A","C","A","0.232259066992073","0.228609120404555","0.190318249474393","0.460137097170097","0.53578035355376",0
11,-0.0113969853849747,0.0228208391087463,"B","B","C","C","B","0.624180728241479","0.588376917378651","0.0962700954059723","0.441078841280435","0.650353337584572",0.3
12,0.254766180794041,0.0254879051943642,"C","C","C","C","C","0.577950567523833","0.825504203246514","0.865119207326095","0.626305746766604","0.83590872123068",0.3
13,0.150676563025367,0.0267584264399971,"A","B","A","B","A","0.0927122080405864","0.708555358805208","0.306120338698236","0.0162367743253262","0.485080994411678",0
14,0.0743609484444342,0.021597511147634,"A","A","A","B","B","0.386122943937799","0.623219301594753","0.41617188877997","0.0794769659506405","0.259474144486702",0
15,-0.247374409418174,0.0179479451401648,"A","C","A","A","A","0.411210636741412","0.746567334602296","0.387152765211633","0.558569614372352","0.475223519147436",0
16,0.723907995624175,0.025873625285194,"C","A","C","C","B","0.564347361721243","0.727672990260652","0.816774008516533","0.82208533345182","0.97038908212848",0.3
17,0.0483225573004726,0.0213504455613854,"B","A","A","B","C","0.0651364887402991","0.63468385002741","0.706101830512862","0.505078840445575","0.0652497484340118",0.3
18,0.215089464299356,0.0235032939605469,"C","C","C","C","C","0.632582707047957","0.481274570235724","0.70630429124619","0.776805317075555","0.406946346319303",0.3
19,0.715121740377857,0.0311371321057795,"B","B","B","A","B","0.36124607587596","0.0911126502334668","0.54208002206947","0.860441689258638","0.687428841545193",0.3
20,0.231301655870908,0.0345390607368081,"B","B","C","C","B","0.493023397757557","0.959933633791761","0.109301478410866","0.795592253130277","0.759940401577074",0.3
21,0.383293973271542,0.0353281640173825,"B","A","A","B","B","0.701131895064091","0.683464029236822","0.511284628702044","0.413046319168281","0.0165742170459528",0.3
22,1.1411108765197,0.055297954699321,"B","B","C","C","C","0.705052237982292","0.942435600250049","0.987627157495223","0.963457450039192","0.967027266650561",0.3
23,0.798912055249856,0.0265973210490663,"C","A","A","A","B","0.68723469679779","0.495448491621921","0.761090952585356","0.576184063167822","0.414679865671263",0.3
24,0.65779937652317,0.0392560136459999,"B","A","A","A","B","0.1098184969722","0.604291596334043","0.413086103906553","0.699216121587169","0.092049899554764",0.3
25,0.586724979478562,0.0250698579322406,"B","A","A","A","B","0.149879951765002","0.799694423907049","0.310662409266951","0.168915246911655","0.160812086764275",0.3
26,-0.119376549388169,0.0220570971898841,"A","B","B","A","A","0.630918652370161","0.39636430390554","0.89088589661827","0.241372845144859","0.16541071886852",0
27,0.256155654991622,0.0339888658899244,"B","B","A","A","B","0.893755260974429","0.342639581227822","0.24951800329582","0.716301064135963","0.346014106148776",0.3
28,-0.00664672627130186,0.0262517922752832,"B","A","A","B","B","0.327399985688395","0.208363163034712","0.457967590106163","0.109934789916475","0.583952531011203",0.3
29,0.436339352455547,0.0203252311489022,"B","A","B","B","C","0.997943416473456","0.604539063001355","0.820291282273913","0.901593421483202","0.379838224089428",0.3
30,0.297864892794913,0.0249579035282484,"C","C","C","C","C","0.530312165912037","0.998052514209525","0.989151993532654","0.994916429140769","0.847548023162799",0.3
31,0.245045793455373,0.0215863426421832,"A","C","A","B","A","0.63034278178613","0.795999265921838","0.221019963250312","0.182825225649039","0.585610572078613",0
32,0.512578783639104,0.0149926931988737,"B","A","C","B","A","0.415609398954369","0.724703870455948","0.862155164614346","0.163430423001689","0.906541581274443",0
33,0.180552326545036,0.0163151792861622,"C","B","A","A","A","0.676208260377395","0.259728841510167","0.830651333747154","0.988431963003301","0.340540467922944",0
34,-0.0344986078056953,0.0580445888629383,"B","C","B","A","B","0.533821966215978","0.741797377800079","0.502352285871255","0.619136659279696","0.722803138905538",0.3
35,0.108234857254499,0.0475717900561919,"B","B","A","A","B","0.0124093911338558","0.270331331528554","0.691766698986261","0.562207622271718","0.370379022897944",0.3
36,0.0532889820653114,0.0209728039838304,"C","C","C","C","C","0.180214705696476","0.833676735404717","0.421800835273209","0.956370002644008","0.872339924378686",0.3
37,0.444672344233314,0.0220850492214504,"C","C","B","B","C","0.9551764338501","0.485904484500146","0.957195521112676","0.948217120150371","0.0439296421915592",0.3
38,0.617872486643319,0.0439510532758317,"A","A","A","C","B","0.793041866010248","0.36800489267302","0.225094567742007","0.591935398159939","0.57102241686461",0
39,0.162366156474383,0.0154163699556299,"B","A","B","A","A","0.530471186189343","0.139092498592814","0.0971242688143732","0.656652688781208","0.297244560282055",0
40,0.0512733761380844,0.0267610995791579,"B","A","A","A","A","0.832429806850641","0.227440310185145","0.506900093288854","0.271662426788534","0.335525597207939",0
41,-0.00224927255015006,0.0427990367551917,"A","A","A","A","B","0.00588437626318471","0.151373250450078","0.275868223252874","0.308460796108146","0.0054711793451833",0
42,0.498406511362593,0.0232274285019842,"C","B","B","A","C","0.585574217263117","0.472903792866115","0.103979170544408","0.708125961491519","0.899579762592978",0.3
43,-0.170959066150646,0.0264089749961242,"C","B","B","B","A","0.98398323780897","0.368949065375804","0.605063753388008","0.885007758326124","0.840604991699719",0
44,-0.088413289216588,0.0218867670598249,"B","C","B","B","B","0.765131922356233","0.497944749413442","0.714586512039026","0.860108290854056","0.523465656046464",0.3
45,-0.466872403427619,0.016875924216432,"A","A","A","A","A","0.108368134517598","0.0210824881986535","0.106101615382346","0.304306457466281","0.324236663423552",0
46,0.443498885461662,0.0219615473360587,"C","C","B","A","C","0.733064310038733","0.768021086701196","0.951810201197539","0.804127077994927","0.851679633151944",0.3
47,0.507085800589379,0.0272302404471397,"B","C","B","C","C","0.732158088449102","0.916743596813745","0.697245919197651","0.838699360323127","0.97866674777031",0.3
48,-0.477640949900573,0.0230752883551683,"A","C","B","B","C","0.780812487250388","0.789791685617277","0.744902388437347","0.144273977367524","0.00372915729986746",0
49,0.0064812522755189,0.0248462589886016,"C","C","C","C","B","0.880921049597014","0.789530817922337","0.934816402590756","0.602951310143338","0.732826113818943",0.3
50,0.30646891047624,0.0321495290460966,"A","A","A","A","A","0.0172582080775382","0.449448826311094","0.33363247397327","0.927038972735384","0.0433743739479251",0
51,-0.0259826857863897,0.0309335694263669,"B","C","A","B","A","0.429641128195468","0.451465320610769","0.291931387915349","0.586709642269876","0.828039123746253",0
