"trail","efk","vark","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","y.true"
1,-0.14649507827691,0.0299724178392044,0.270756736056616,0.170991690884844,0.241467670522458,0.204544710707121,0.302014866054832,0.268247283042282,0.312243192205101,0.293253490192002,0.085136864395586,0.147401486989539,0
2,0.194174446718584,0.0319337694688308,0.604067647993007,0.83626436256035,0.754507203087852,0.672498701707224,0.321279140307825,0.576855653541875,0.447556432981729,0.350530011754064,0.707373086394066,0.610533756556971,0
3,0.511706655450485,0.0231823980169055,0.847617264076257,0.71278398399918,0.563162792605505,0.794318695464057,0.817680649677337,0.592335595131168,0.418115186392554,0.922293838718272,0.741082285470474,0.683642112090272,0.5
4,0.433596053258789,0.0167425001199543,0.204096940919336,0.650077968220005,0.311468062451154,0.105999499693751,0.402471450760443,0.155212179778532,0.301524769512656,0.101503763935364,0.163149467162959,0.196026909226516,0
5,0.200915450778127,0.0192838200996674,0.230485041400433,0.043262820714404,0.149185187835608,0.248498666342258,0.430053459023258,0.598871886202976,0.132693580804259,0.275338799906519,0.340328939356541,0.659132377522098,0
6,0.381251693981047,0.0186459591591791,0.919993830118532,0.965261369338658,0.937416786385463,0.916894219016586,0.996605779082145,0.952579559374057,0.929189976449205,0.977867337027155,0.995258262296061,0.958072657216469,0.5
7,0.537689809103272,0.0293822505541218,0.582389408011526,0.524036946464832,0.926621990148858,0.878487264520768,0.875335565716754,0.818077385026357,0.877061109816237,0.912686993161352,0.953281464006167,0.840356913326809,0.5
8,0.524714576557135,0.0174420124983931,0.994420430624981,0.99434969827094,0.97894736145548,0.963961992966947,0.96772654785568,0.981417922822926,0.893826760653676,0.937186422708074,0.944405082687938,0.992630480095022,0.5
9,0.371318969935191,0.0159448446274438,0.971253166220571,0.977073557403158,0.974180913219559,0.932595208541179,0.97499398815864,0.973150904316438,0.998315327933581,0.972778127084703,0.988612760600005,0.967945140191925,0.5
10,-0.0586194577461525,0.0324649792477332,0.0748951719343774,0.203221116158598,0.045912297858891,0.451404470184833,0.0481611232196499,0.156919622476861,0.155074712777692,0.135559755098251,0.273640019083335,0.315643715651614,0
11,0.175680411870335,0.023050290891959,0.478710070907249,0.51058093916026,0.740230809774744,0.630795218482259,0.449353358859304,0.59454175756632,0.571212934886602,0.211674370969594,0.47642400375439,0.611816460916398,0.5
12,0.459566021658328,0.0258334355770168,0.961328558221161,0.924571231835142,0.97299092109552,0.94900887396594,0.99116682193089,0.834288180399611,0.925954431438339,0.939856796457251,0.85355087605977,0.929595048418441,0.5
13,0.150676563025367,0.0267584264399971,0.0488423719197471,0.24824922297837,0.155523341281489,0.236867211409792,0.131018179205967,0.0809218730652832,0.422282652066282,0.191030982103294,0.0273202122925188,0.283432860400246,0
14,0.0743609484444342,0.021597511147634,0.0655212730445675,0.0311622799439094,0.115318810143683,0.225781137797315,0.201474104015579,0.226987948765508,0.358902763936583,0.242310983622922,0.0711375006346999,0.164266202140472,0
15,-0.247374409418174,0.0179479451401648,0.258733213295905,0.555111552623076,0.309980953318199,0.289109153873887,0.0694770288718549,0.36017878801419,0.584052011871043,0.345318240445252,0.452527340704349,0.399831523858678,0
16,0.9112580989034,0.026749023405265,0.889684528279798,0.558003839883861,0.947249844858181,0.85731203123489,0.738889041531745,0.746995366868734,0.828944945063552,0.873048447215971,0.875727618807743,0.961829680771631,0.5
17,0.241705013400335,0.0215426317833391,0.380964561511447,0.0399391862402167,0.0499676641354404,0.298562780575953,0.544345699225223,0.0841817327795391,0.426624170967522,0.476870554692688,0.345369359280316,0.0842701642053985,0.5
18,0.418235470102117,0.0239141597878499,0.791185221065685,0.869984869878635,0.789213035057469,0.869066766400826,0.885517361258016,0.744526666466464,0.659005161590538,0.784737153241386,0.823501903835912,0.613614335661936,0.5
19,0.916086154184619,0.0322793895794085,0.567987412885561,0.485960842639648,0.450245264194085,0.304041145916803,0.600562854952243,0.402491054127475,0.190690041589213,0.519524583345138,0.750484876844436,0.615928754378967,0.5
20,0.416108627408732,0.035303376740845,0.594725272053694,0.602961485689794,0.714560878416768,0.838830008554979,0.529520070497899,0.596141056479253,0.915921850507187,0.29622260073619,0.783752405985625,0.760516763989887,0.5
21,0.585727410934262,0.036211015533553,0.510319629655492,0.288551281100246,0.3244272540413,0.508127432930507,0.529313230660001,0.583172582556371,0.570541180599248,0.455963433268421,0.393640467191007,0.0672562792901505,0.5
22,1.36001941841573,0.0571795221204362,0.882569529363569,0.849064053355106,0.989611187532033,0.887032316615698,0.935798341751979,0.896902846903155,0.973174116884842,0.990854831441561,0.980717634338767,0.982076299577973,0.5
23,1.00243232085538,0.0275174978667975,0.73030713856632,0.2416242725266,0.0906730588510398,0.231527913073676,0.416695762089381,0.576617685607515,0.449303909825669,0.631432658030669,0.501305032209557,0.398020744100917,0.5
24,0.360399877240332,0.0386652661357734,0.307240915280609,0.183862574667272,0.176013038860188,0.0949546257868831,0.276033721932121,0.115692368490564,0.405604180020289,0.291269729253231,0.470734429551564,0.103567508092069,0
25,0.80548831296365,0.0257449772162975,0.361449130318552,0.212588783434207,0.258576559661487,0.20066508559666,0.380527431215414,0.156408838996021,0.577744858959923,0.254400873700644,0.168796129048268,0.163566156872733,0.5
26,-0.119376549388169,0.0220570971898841,0.309741046759228,0.3392199801934,0.434921061587937,0.28798139234287,0.271718071380022,0.512326435256083,0.362252780789928,0.728011163140502,0.262913804934214,0.20951402308868,0
27,0.456063825988024,0.0347566564527197,0.414710187611182,0.359356811432644,0.317294482743178,0.154267517984627,0.535029966907711,0.748560339369413,0.347998409680159,0.286186595439896,0.593541451601529,0.350176109133355,0.5
28,-0.334764524955436,0.0260732309691794,0.332546372037927,0.262747839952508,0.157626345532473,0.301328639168456,0.296639536355588,0.263749638889965,0.193193976785234,0.339974375291325,0.128714626518426,0.417367227364057,0
29,0.654076712970777,0.0205998485781362,0.703369873945768,0.476291960653291,0.722600621847614,0.742176223283547,0.894596729244694,0.98931873562653,0.735468821926031,0.852600476646358,0.901112470339216,0.603651087988534,0.5
30,0.502568092404378,0.0253938604901858,0.987398653730914,0.989780332712932,0.992523735345025,0.990633823808719,0.983909812389833,0.9066564783453,0.999110818289196,0.996979583603015,0.998259738333293,0.973218191778233,0.5
31,0.245045793455373,0.0215863426421832,0.084999448839954,0.698668497668785,0.0667582263791743,0.352564105740224,0.230588264201557,0.477156937838727,0.60268677030631,0.222275937920844,0.197167035932849,0.447458065332295,0
32,1.01578532924779,0.0159946306234156,0.482734514809187,0.428346007387106,0.656541421135408,0.599952307901417,0.415541954803837,0.486280323049464,0.686402803051543,0.788819305748826,0.299075480579763,0.828896514928711,0.5
33,0.180552326545036,0.0163151792861622,0.632046505116891,0.519074993819248,0.350153929488663,0.372020337173569,0.219213826695818,0.631944137634795,0.355655256731199,0.744664572083739,0.933418139876054,0.412790512662369,0
34,0.155768742864875,0.0591033094851683,0.559642973864703,0.661390287092955,0.433297465663565,0.408046539126914,0.534819269454102,0.559996738280088,0.696056911086008,0.539926308106803,0.614529439194443,0.682977577715234,0.5
35,0.30156724601733,0.0486884487410679,0.472713512407209,0.284231470318337,0.235917927667596,0.139425691329667,0.441150383443671,0.0398017010331939,0.240438743968383,0.503795131850447,0.416230815938794,0.299966241652849,0.5
36,0.26097234242434,0.0212685950917239,0.973914335590304,0.94609073970402,0.935058493450477,0.897329872048333,0.99002911726677,0.572495755920101,0.91803163380229,0.739970725267196,0.969109926198422,0.933229620363299,0.5
37,0.635221974860162,0.0228412531560285,0.946459766456219,0.957076522583966,0.720207425314225,0.767091166210477,0.9851092715645,0.960074261202034,0.738625409300497,0.961262185829472,0.956084728298884,0.332120538942648,0.5
38,0.617872486643319,0.0439510532758317,0.127773299100834,0.0894340394675151,0.306307798148446,0.567552981204352,0.394875137679998,0.618912430710886,0.330541987746124,0.239854343257764,0.471040160033846,0.457379861049398,0
39,0.162366156474383,0.0154163699556299,0.400531243377861,0.0431690775624622,0.344750815388893,0.171905452050536,0.0213946219520356,0.321981143322408,0.11361821283056,0.0893576122605003,0.4004113296566,0.196815751648708,0
40,0.0512733761380844,0.0267610995791579,0.316374681391413,0.15889813549875,0.118703299564556,0.110239167040301,0.225536523919714,0.593814197173956,0.194544236099254,0.355560056974221,0.220146778281967,0.256509334001588,0
41,-0.00224927255015006,0.0427990367551917,0.117071261702234,0.125171106119931,0.136331335463246,0.111937582840224,0.192223897523503,0.00893535001980777,0.0788842540570367,0.128594007579581,0.141836686064248,0.00854702260642214,0
42,0.697096084858578,0.0236294516545627,0.741911108581979,0.633638797270597,0.551203143077061,0.157777092021369,0.866320220049573,0.603950089658284,0.532336762354119,0.24708402260435,0.683170904405725,0.827947692704552,0.5
43,0.2746314560512,0.0271384738321483,0.913494336424699,0.698229105018738,0.686208100157364,0.69958819749287,0.442236988077971,0.962715481831227,0.576001806785611,0.718242098300837,0.880454549562317,0.852365797711879,0.5
44,0.10273477631887,0.0221950917848683,0.603339825763121,0.968983380185191,0.586241820737288,0.540703743851848,0.652339161983341,0.785172072830772,0.626395610547415,0.754768142745421,0.846034400715793,0.641853421619374,0.5
45,-0.466872403427619,0.016875924216432,0.134751794217188,0.0818639953950088,0.0682303221228037,0.0556683745319263,0.114537476176758,0.0598426410363388,0.0193395887417381,0.0589113267754364,0.137469628498167,0.145554074290146,0
46,0.651627825484254,0.0225931189578674,0.782456463892983,0.816707136076727,0.59805417146011,0.4838799381264,0.80136153611273,0.798440279231313,0.81775497517083,0.933730409419589,0.838063171957035,0.865794272682167,0.5
47,0.716192974869932,0.0280344780022592,0.819351162173799,0.937583147436117,0.766830155775024,0.969431631654689,0.961939867957508,0.878238961496113,0.951225561946935,0.864374877188802,0.919787767603391,0.980773704777787,0.5
48,-0.477640949900573,0.0230752883551683,0.231598078452985,0.649359884258026,0.373138731175806,0.381938195810792,0.692988798469054,0.652302805324997,0.659571470511282,0.624304251995862,0.215512101659156,0.0340800748876395,0
49,0.22183830853568,0.0254077279806771,0.981924665772961,0.898954940987965,0.984468036087711,0.966156134859321,0.859417707702883,0.944103783683131,0.911417850484982,0.964386498740701,0.841437842849227,0.89098370077291,0.5
50,0.30646891047624,0.0321495290460966,0.0595566643068165,0.076324633224533,0.077374090631692,0.0256376926470466,0.0622573837053177,0.0186917452567129,0.210173279961172,0.158590259695525,0.582919671076823,0.0340785207230268,0
51,-0.0259826857863897,0.0309335694263669,0.595611170006064,0.897956861344761,0.3037079057207,0.55262633565267,0.181336002367264,0.467177171046576,0.481318836709407,0.374397933226883,0.568332451210966,0.738633015636689,0
52,0.690694266622506,0.0215155604607568,0.567476604835704,0.932745297038609,0.86794528448918,0.766174359060165,0.708894451825882,0.863038008699495,0.398547851690507,0.881344819828822,0.896256352184683,0.519173607214865,0.5
53,-0.195191621385834,0.0243345286637658,0.287393415364706,0.417098165057603,0.718145852478161,0.24058333503792,0.154416085125935,0.384782597531084,0.675664043817221,0.444347261123471,0.466319964130886,0.406905100165318,0
54,-0.125869062791999,0.0346387630116312,0.292356828690586,0.370771428386409,0.348907362962146,0.812365381439386,0.71442418647596,0.481498493539725,0.131595704652429,0.0872172539036423,0.30447358409287,0.445048825293065,0
55,0.0559806638521975,0.0260912617440139,0.78352238606572,0.243838883243987,0.751216035204122,0.264195688647922,0.0838238261455163,0.341273974191278,0.496798117633276,0.472887954052756,0.803863288370444,0.455424287662947,0
56,0.0413132361248491,0.0254080686981065,0.194669869144416,0.281449113335419,0.177691317506172,0.01138895119623,0.221339859117521,0.210102992268548,0.13534301193711,0.150448775404624,0.0197563252784086,0.0220312633891064,0
57,0.592969408804097,0.0498632404384745,0.5458905316715,0.752539249366983,0.570401724643323,0.690624381821328,0.803800013561112,0.49116063847008,0.520002788988939,0.536512301986252,0.487386856159816,0.580017339743662,0.5
58,0.317293627495488,0.0340880369091702,0.727330841384429,0.441494804909934,0.483413170225805,0.517498071725439,0.788352556509919,0.512674911367354,0.756029235450249,0.673270108122543,0.47074426577485,0.241219497528451,0.5
59,-0.30693412626383,0.0304497282447749,0.00312473084523024,0.00223673587441561,0.000404309797467642,0.00138302707099128,0.0126871033711017,0.0220739882695172,0.0469535319240366,0.109978339321873,0.00570080947717315,0.0024097088491685,0
60,0.238609232373765,0.0289515083929108,0.471203815113401,0.472354508488643,0.149661807337166,0.227093617879693,0.914347707989373,0.468898451966747,0.519754724988809,0.446193064348177,0.384730830522756,0.521144899588666,0.5
